GEOID,total_households,zero_vehicle_households,car_ownership_rate
1400000US36047030000,1937,772,0.3985544656685596
1400000US36047030100,1552,550,0.3543814432989691
1400000US36047030200,1620,352,0.21728395061728395
1400000US36047030300,2100,1309,0.6233333333333333
1400000US36047030400,1828,348,0.19037199124726478
1400000US36047030500,4336,2577,0.5943265682656826
1400000US36047030600,802,151,0.1882793017456359
1400000US36047030700,2315,1086,0.4691144708423326
1400000US36047030800,684,178,0.260233918128655
1400000US36047030900,818,595,0.7273838630806846
1400000US36047031100,1938,1065,0.5495356037151703
1400000US36047031300,2383,1628,0.68317247167436
1400000US36047031401,2282,424,0.18580192813321647
1400000US36047031500,3364,2559,0.7607015457788348
1400000US36047031701,2818,1815,0.6440738112136267
1400000US36047031702,2316,1455,0.6282383419689119
1400000US36047031900,1459,972,0.6662097326936258
1400000US36047032100,2844,1905,0.669831223628692
1400000US36047032300,1844,867,0.470173535791757
1400000US36047032500,4340,2298,0.5294930875576037
1400000US36047032600,3019,1215,0.40245114276250415
1400000US36047032700,1560,758,0.4858974358974359
1400000US36047032800,1072,524,0.48880597014925375
1400000US36047032900,2323,990,0.42617305208781747
1400000US36047033000,1395,650,0.4659498207885305
1400000US36047033100,1588,605,0.3809823677581864
1400000US36047033300,1471,704,0.4785859959211421
1400000US36047033500,1623,468,0.28835489833641403
1400000US36047033600,2019,258,0.1277860326894502
1400000US36047033701,1081,663,0.6133209990749307
1400000US36047033702,713,440,0.6171107994389902
1400000US36047033900,2212,1270,0.5741410488245932
1400000US36047034000,291,217,0.7457044673539519
1400000US36047034100,1314,816,0.6210045662100456
1400000US36047034200,1306,794,0.6079632465543645
1400000US36047034300,1342,1070,0.797317436661699
1400000US36047034500,1607,986,0.6135656502800249
1400000US36047034700,1526,865,0.5668414154652687
1400000US36047034800,1276,696,0.5454545454545454
1400000US36047034901,1076,669,0.6217472118959108
1400000US36047034902,1351,1119,0.8282753515914137
1400000US36047035000,1164,520,0.44673539518900346
1400000US36047035101,602,488,0.8106312292358804
1400000US36047035102,1501,1067,0.7108594270486343
1400000US36047035200,232,28,0.1206896551724138
1400000US36047035301,1205,811,0.6730290456431536
1400000US36047035302,1327,629,0.4740015071590053
1400000US36047035400,2228,511,0.22935368043087973
1400000US36047035500,2469,1147,0.4645605508302957
1400000US36047035601,691,246,0.35600578871201155
1400000US36047035602,2303,841,0.3651758575770734
1400000US36047035701,941,683,0.7258235919234857
1400000US36047035900,2832,1330,0.4696327683615819
1400000US36047036001,1049,660,0.6291706387035272
1400000US36047036002,1342,870,0.6482861400894188
1400000US36047036100,1015,571,0.5625615763546798
1400000US36047036200,1494,674,0.45113788487282463
1400000US36047036300,2409,1255,0.5209630552096306
1400000US36047036400,995,416,0.41809045226130653
1400000US36047036501,1428,679,0.47549019607843135
1400000US36047036502,1011,552,0.5459940652818991
1400000US36047036600,1934,681,0.3521199586349535
1400000US36047036700,879,354,0.40273037542662116
1400000US36047036900,2399,1343,0.5598165902459358
1400000US36047037000,1673,457,0.2731619844590556
1400000US36047037100,2565,833,0.3247563352826511
1400000US36047037300,2362,1436,0.6079593564775614
1400000US36047037401,1690,544,0.32189349112426036
1400000US36047037402,2160,655,0.30324074074074076
1400000US36047037500,1998,1375,0.6881881881881882
1400000US36047037700,2510,1065,0.4243027888446215
1400000US36047037900,1692,1035,0.6117021276595744
1400000US36047038100,2530,1553,0.6138339920948617
1400000US36047038200,828,471,0.5688405797101449
1400000US36047038300,2850,1030,0.36140350877192984
1400000US36047038500,1971,882,0.4474885844748858
1400000US36047038600,1233,425,0.3446877534468775
1400000US36047038700,2896,1250,0.43162983425414364
1400000US36047038800,2166,508,0.234533702677747
1400000US36047038900,2073,1258,0.6068499758803666
1400000US36047039000,743,73,0.09825033647375504
1400000US36047039100,3212,1846,0.574719800747198
1400000US36047039200,1168,265,0.2268835616438356
1400000US36047039300,2269,1650,0.7271925958572059
1400000US36047039400,661,217,0.32829046898638425
1400000US36047039500,2761,2019,0.7312567910177472
1400000US36047039600,703,146,0.20768136557610242
1400000US36047039700,2229,1229,0.5513683266038583
1400000US36047039800,1058,293,0.276937618147448
1400000US36047039900,1872,861,0.4599358974358974
1400000US36047040000,969,148,0.15273477812177502
1400000US36047040100,1720,1289,0.7494186046511628
1400000US36047040200,1061,360,0.3393025447690858
1400000US36047040300,2465,1068,0.4332657200811359
1400000US36047040400,1287,191,0.14840714840714841
1400000US36047040500,1042,329,0.31573896353166986
1400000US36047040600,1791,857,0.4785036292573981
1400000US36047040800,1384,377,0.27239884393063585
1400000US36047040900,2053,1136,0.553336580613736
1400000US36047041000,645,75,0.11627906976744186
1400000US36047041100,1263,426,0.33729216152019004
1400000US36047041200,1159,391,0.3373597929249353
1400000US36047041300,2353,1349,0.5733106672333191
1400000US36047041401,416,67,0.16105769230769232
1400000US36047041402,643,186,0.2892690513219285
1400000US36047041500,2490,1128,0.4530120481927711
1400000US36047041600,634,157,0.2476340694006309
1400000US36047041700,1361,733,0.5385745775165319
1400000US36047041800,678,175,0.2581120943952802
1400000US36047041900,1313,875,0.6664127951256664
1400000US36047042000,633,156,0.24644549763033174
1400000US36047042100,2512,1591,0.633359872611465
1400000US36047042200,1137,214,0.1882145998240985
1400000US36047042300,2825,1421,0.5030088495575221
1400000US36047042400,1505,557,0.37009966777408637
1400000US36047042500,1441,993,0.6891047883414295
1400000US36047042600,1761,510,0.28960817717206133
1400000US36047042700,2534,1881,0.7423046566692976
1400000US36047042800,1728,378,0.21875
1400000US36047042900,2452,1600,0.6525285481239804
1400000US36047043000,1691,898,0.5310467179183915
1400000US36047043100,2678,2169,0.809932785660941
1400000US36047043200,2031,889,0.4377154111275234
1400000US36047043300,1638,888,0.5421245421245421
1400000US36047043400,1335,428,0.32059925093632957
1400000US36047043500,2498,1725,0.6905524419535628
1400000US36047043600,2178,613,0.28145087235996324
1400000US36047043700,2795,1313,0.4697674418604651
1400000US36047043800,999,217,0.2172172172172172
1400000US36047043900,1823,867,0.47558968732857926
1400000US36047044000,890,323,0.36292134831460676
1400000US36047044100,2480,1453,0.5858870967741936
1400000US36047044200,821,112,0.1364190012180268
1400000US36047044300,3125,1812,0.57984
1400000US36047044400,1082,480,0.4436229205175601
1400000US36047044500,2051,1133,0.552413456850317
1400000US36047044600,838,193,0.23031026252983294
1400000US36047044700,989,739,0.7472194135490394
1400000US36047044800,735,145,0.19727891156462585
1400000US36047044901,1169,736,0.6295979469632165
1400000US36047045000,301,56,0.18604651162790697
1400000US36047045200,975,209,0.21435897435897436
1400000US36047045300,895,574,0.641340782122905
1400000US36047045400,909,355,0.39053905390539057
1400000US36047045600,964,455,0.47199170124481327
1400000US36047045800,422,69,0.16350710900473933
1400000US36047046000,1355,442,0.32619926199261995
1400000US36047046201,915,295,0.3224043715846995
1400000US36047046202,674,187,0.2774480712166172
1400000US36047046400,797,251,0.31493099121706397
1400000US36047046800,699,330,0.4721030042918455
1400000US36047047000,767,187,0.2438070404172099
1400000US36047047200,719,349,0.4853963838664812
1400000US36047047400,892,228,0.2556053811659193
1400000US36047047600,1088,301,0.2766544117647059
1400000US36047047700,3079,1696,0.5508281909710945
1400000US36047047800,1956,1012,0.5173824130879345
1400000US36047048000,1316,516,0.39209726443769
1400000US36047048100,1640,1037,0.6323170731707317
1400000US36047048200,2397,453,0.18898623279098872
1400000US36047048400,2585,934,0.3613152804642166
1400000US36047048500,1569,1117,0.7119184193753983
1400000US36047048600,1080,500,0.46296296296296297
1400000US36047048800,1951,820,0.4202972834443875
1400000US36047048900,937,607,0.647812166488794
1400000US36047049000,2693,1552,0.5763089491273673
1400000US36047049100,2431,1899,0.7811600164541341
1400000US36047049200,1502,402,0.26764314247669774
1400000US36047049301,506,382,0.7549407114624506
1400000US36047049302,2571,2138,0.8315830416180474
1400000US36047049400,3150,1248,0.3961904761904762
1400000US36047049500,2256,1653,0.7327127659574468
1400000US36047049600,1741,890,0.511200459506031
1400000US36047049700,2333,1210,0.5186455207886841
1400000US36047049800,2086,1126,0.5397890699904123
1400000US36047049900,1715,912,0.5317784256559767
1400000US36047050001,886,296,0.3340857787810384
1400000US36047050002,868,343,0.3951612903225806
1400000US36047050100,1864,1069,0.5734978540772532
1400000US36047050202,1239,336,0.2711864406779661
1400000US36047050300,2295,1776,0.7738562091503268
1400000US36047050401,1587,701,0.4417139256458727
1400000US36047050402,1228,679,0.5529315960912052
1400000US36047050500,2280,1298,0.5692982456140351
1400000US36047050600,2868,1626,0.5669456066945606
1400000US36047050700,973,375,0.3854059609455293
1400000US36047050801,1783,1273,0.7139652271452608
1400000US36047050803,1450,931,0.6420689655172414
1400000US36047050804,3497,2358,0.674292250500429
1400000US36047050900,1724,563,0.3265661252900232
1400000US36047051001,1963,1418,0.7223637289862456
1400000US36047051002,1972,1374,0.6967545638945233
1400000US36047051100,2234,1731,0.7748433303491495
1400000US36047051200,3723,2398,0.6441042170292774
1400000US36047051300,3424,1848,0.5397196261682243
1400000US36047051400,3905,2181,0.5585147247119078
1400000US36047051500,2144,1030,0.480410447761194
1400000US36047051601,2622,1297,0.4946605644546148
1400000US36047051602,1787,996,0.557358701734751
1400000US36047051700,2111,945,0.4476551397441971
1400000US36047051800,2207,1247,0.5650203896692343
1400000US36047051900,4981,3399,0.6823930937562739
1400000US36047052000,1767,797,0.4510469722693831
1400000US36047052300,2851,2063,0.7236057523675903
1400000US36047052500,1401,820,0.5852962169878658
1400000US36047052600,2204,1118,0.5072595281306715
1400000US36047052700,2625,1838,0.7001904761904761
1400000US36047052800,878,295,0.3359908883826879
1400000US36047052900,1323,750,0.5668934240362812
1400000US36047053000,1364,390,0.2859237536656892
1400000US36047053101,914,501,0.5481400437636762
1400000US36047053102,2200,1114,0.5063636363636363
1400000US36047053200,965,295,0.30569948186528495
1400000US36047053300,1727,1205,0.6977417486971627
1400000US36047053400,1823,583,0.31980252331321996
1400000US36047053500,1132,707,0.6245583038869258
1400000US36047053700,928,545,0.5872844827586207
1400000US36047053800,2231,864,0.3872702823845809
1400000US36047053900,791,262,0.33122629582806573
1400000US36047054200,1581,532,0.33649588867805186
1400000US36047054400,1401,296,0.21127765881513205
1400000US36047054500,2171,1399,0.6444035006909259
1400000US36047054600,2591,1086,0.41914318795831723
1400000US36047054700,3750,2816,0.7509333333333333
1400000US36047054800,933,85,0.09110396570203644
1400000US36047054900,2700,1779,0.6588888888888889
1400000US36047055000,1392,420,0.3017241379310345
1400000US36047055100,4084,2574,0.6302644466209598
1400000US36047055200,1744,593,0.3400229357798165
1400000US36047055300,2271,1391,0.6125055041831792
1400000US36047055400,1836,873,0.47549019607843135
1400000US36047055500,6805,4155,0.6105804555473916
1400000US36047055600,1155,372,0.3220779220779221
1400000US36047055700,1286,835,0.6493001555209953
1400000US36047055800,936,379,0.4049145299145299
1400000US36047056000,1459,445,0.3050034270047978
1400000US36047056100,2480,1514,0.6104838709677419
1400000US36047056200,583,10,0.017152658662092625
1400000US36047056301,3012,1536,0.5099601593625498
1400000US36047056302,1468,1104,0.7520435967302452
1400000US36047056400,1140,190,0.16666666666666666
1400000US36047056500,2268,1392,0.6137566137566137
1400000US36047056600,810,271,0.3345679012345679
1400000US36047056800,581,92,0.15834767641996558
1400000US36047056900,1017,607,0.5968534906588004
1400000US36047057000,1364,441,0.32331378299120234
1400000US36047057100,2526,1502,0.5946159936658749
1400000US36047057200,1805,1076,0.5961218836565096
1400000US36047057300,1837,884,0.4812193794229722
1400000US36047057400,1263,144,0.11401425178147269
1400000US36047057500,3336,1976,0.592326139088729
1400000US36047057600,1290,442,0.3426356589147287
1400000US36047057800,1098,395,0.35974499089253187
1400000US36047057901,966,552,0.5714285714285714
1400000US36047058000,1292,516,0.3993808049535604
1400000US36047058200,1095,620,0.5662100456621004
1400000US36047058400,1596,579,0.36278195488721804
1400000US36047058600,902,228,0.25277161862527714
1400000US36047058800,1786,366,0.20492721164613661
1400000US36047058901,1036,474,0.4575289575289575
1400000US36047059000,781,362,0.46350832266325226
1400000US36047059100,2419,1123,0.4642414220752377
1400000US36047059200,1472,545,0.3702445652173913
1400000US36047059300,1421,657,0.46235045742434905
1400000US36047059402,2705,480,0.17744916820702403
1400000US36047059403,1213,294,0.24237427864798022
1400000US36047059404,1767,925,0.5234861346915677
1400000US36047059600,1161,343,0.2954349698535745
1400000US36047059800,1021,110,0.10773751224289912
1400000US36047060000,2817,1077,0.38232161874334397
1400000US36047060600,1424,474,0.33286516853932585
1400000US36047060800,1727,544,0.314997104806022
1400000US36047061002,2299,697,0.3031752936059156
1400000US36047061003,672,382,0.5684523809523809
1400000US36047061004,2185,1189,0.5441647597254005
1400000US36047061200,574,69,0.12020905923344948
1400000US36047061600,591,0,0.0
1400000US36047062000,679,96,0.14138438880706922
1400000US36047062200,889,102,0.11473565804274466
1400000US36047062600,1307,283,0.21652639632746748
1400000US36047062800,1841,83,0.045084193373166756
1400000US36047063200,617,50,0.08103727714748785
1400000US36047063600,471,23,0.04883227176220807
1400000US36047063800,797,83,0.10414052697616061
1400000US36047064000,541,19,0.03512014787430684
1400000US36047064200,846,176,0.20803782505910165
1400000US36047064400,944,260,0.2754237288135593
1400000US36047064600,740,38,0.051351351351351354
1400000US36047064800,672,78,0.11607142857142858
1400000US36047065000,584,165,0.2825342465753425
1400000US36047065200,349,48,0.13753581661891118
1400000US36047065400,633,35,0.05529225908372828
1400000US36047065600,784,160,0.20408163265306123
1400000US36047065800,706,36,0.05099150141643059
1400000US36047066000,938,161,0.17164179104477612
1400000US36047066200,446,79,0.17713004484304934
1400000US36047067000,1168,285,0.2440068493150685
1400000US36047067200,729,0,0.0
1400000US36047067400,906,73,0.08057395143487858
1400000US36047067600,709,63,0.08885754583921016
1400000US36047067800,1156,205,0.1773356401384083
1400000US36047068000,736,132,0.1793478260869565
1400000US36047068200,1269,92,0.07249802994483845
1400000US36047068600,873,307,0.3516609392898053
1400000US36047068800,888,187,0.21058558558558557
1400000US36047069000,816,166,0.2034313725490196
1400000US36047069200,1229,294,0.23921887713588283
1400000US36047069601,1852,575,0.31047516198704106
1400000US36047069602,2888,614,0.2126038781163435
1400000US36047069800,554,32,0.05776173285198556
1400000US36047070000,627,69,0.11004784688995216
1400000US36047070201,2299,31,0.013484123531970421
1400000US36047070202,14,0,0.0
1400000US36047070601,1115,33,0.029596412556053813
1400000US36047072000,806,156,0.1935483870967742
1400000US36047072200,1167,147,0.12596401028277635
1400000US36047072400,732,335,0.4576502732240437
1400000US36047072600,1073,176,0.16402609506057783
1400000US36047072800,1241,373,0.3005640612409347
1400000US36047073000,1095,303,0.27671232876712326
1400000US36047073200,717,105,0.14644351464435146
1400000US36047073400,692,49,0.0708092485549133
1400000US36047073600,1637,480,0.29321930360415394
1400000US36047073800,1526,504,0.3302752293577982
1400000US36047074000,1377,555,0.40305010893246185
1400000US36047074200,1103,327,0.2964641885766092
1400000US36047074400,867,64,0.07381776239907728
1400000US36047074600,980,248,0.2530612244897959
1400000US36047074800,637,165,0.25902668759811615
1400000US36047075000,1246,276,0.22150882825040127
1400000US36047075200,340,10,0.029411764705882353
1400000US36047075400,476,0,0.0
1400000US36047075600,709,116,0.16361071932299012
1400000US36047075800,385,137,0.35584415584415585
1400000US36047076000,1454,665,0.4573590096286107
1400000US36047076200,1608,674,0.4191542288557214
1400000US36047076400,2179,1187,0.5447452960073428
1400000US36047076600,1259,544,0.43208895949166004
1400000US36047076800,1464,457,0.3121584699453552
1400000US36047077000,1424,543,0.3813202247191011
1400000US36047077200,1401,571,0.40756602426837973
1400000US36047077400,1596,859,0.5382205513784462
1400000US36047077600,1532,763,0.4980417754569191
1400000US36047078000,952,204,0.21428571428571427
1400000US36047078200,1691,714,0.4222353636901242
1400000US36047078400,1106,391,0.3535262206148282
1400000US36047078601,1221,617,0.5053235053235053
1400000US36047078602,868,423,0.4873271889400922
1400000US36047078801,817,441,0.5397796817625459
1400000US36047078802,699,295,0.4220314735336195
1400000US36047079001,576,186,0.3229166666666667
1400000US36047079002,1369,785,0.5734112490869248
1400000US36047079201,643,347,0.5396578538102644
1400000US36047079202,677,371,0.5480059084194978
1400000US36047079400,1051,658,0.6260704091341579
1400000US36047079601,1769,1354,0.7654041831543245
1400000US36047079602,2628,1479,0.5627853881278538
1400000US36047079801,1818,1133,0.6232123212321232
1400000US36047079802,3169,2291,0.7229409908488482
1400000US36047080000,1533,463,0.3020221787345075
1400000US36047080200,2154,1084,0.5032497678737233
1400000US36047080400,1707,1111,0.6508494434680726
1400000US36047080600,1676,886,0.5286396181384249
1400000US36047080800,136,72,0.5294117647058824
1400000US36047081000,1177,439,0.372982158028887
1400000US36047081400,1278,636,0.49765258215962443
1400000US36047081600,1219,433,0.35520918785890077
1400000US36047081800,2056,1481,0.7203307392996109
1400000US36047082000,2597,1886,0.7262225644974971
1400000US36047082200,3787,2357,0.6223923950356482
1400000US36047082400,2659,1385,0.5208725084618278
1400000US36047082600,1904,1295,0.6801470588235294
1400000US36047082800,1945,1095,0.5629820051413882
1400000US36047083000,3022,1200,0.3970880211780278
1400000US36047083200,1045,236,0.22583732057416267
1400000US36047083400,784,87,0.11096938775510204
1400000US36047083600,880,191,0.21704545454545454
1400000US36047083800,834,106,0.12709832134292565
1400000US36047084000,853,287,0.3364595545134818
1400000US36047084600,888,255,0.28716216216216217
1400000US36047084800,562,177,0.31494661921708184
1400000US36047085000,730,39,0.05342465753424658
1400000US36047085400,1000,323,0.323
1400000US36047085600,1523,504,0.3309258043335522
1400000US36047085800,824,419,0.508495145631068
1400000US36047086000,1265,725,0.5731225296442688
1400000US36047086200,1289,668,0.5182311869666408
1400000US36047086400,1025,493,0.48097560975609754
1400000US36047086600,1458,712,0.4883401920438957
1400000US36047086800,1536,1064,0.6927083333333334
1400000US36047087000,1168,545,0.4666095890410959
1400000US36047087200,1488,378,0.2540322580645161
1400000US36047087401,1239,806,0.6505246166263116
1400000US36047087600,651,299,0.4592933947772657
1400000US36047087800,1033,634,0.6137463697967086
1400000US36047088001,529,211,0.3988657844990548
1400000US36047088002,682,223,0.32697947214076245
1400000US36047088200,2614,1960,0.7498087222647284
1400000US36047088400,2001,1118,0.55872063968016
1400000US36047088600,2014,957,0.47517378351539225
1400000US36047088800,1393,738,0.529791816223977
1400000US36047089000,3135,1290,0.41148325358851673
1400000US36047089200,785,437,0.556687898089172
1400000US36047089400,1398,621,0.44420600858369097
1400000US36047089600,1890,934,0.49417989417989416
1400000US36047089800,1100,707,0.6427272727272727
1400000US36047090000,1392,573,0.41163793103448276
1400000US36047090200,846,428,0.5059101654846335
1400000US36047090600,1047,896,0.8557784145176696
1400000US36047090800,1538,1012,0.657997399219766
1400000US36047091000,1609,1432,0.8899937849596022
1400000US36047091200,2625,1596,0.608
1400000US36047091600,1492,959,0.6427613941018767
1400000US36047091800,747,373,0.499330655957162
1400000US36047092000,1195,659,0.5514644351464435
1400000US36047092200,1331,562,0.4222389181066867
1400000US36047092400,933,651,0.6977491961414791
1400000US36047092800,1201,416,0.3463780183180683
1400000US36047093000,1267,385,0.30386740331491713
1400000US36047093200,515,241,0.4679611650485437
1400000US36047093400,818,250,0.3056234718826406
1400000US36047093600,597,167,0.2797319932998325
1400000US36047093800,1094,417,0.3811700182815356
1400000US36047094401,1401,427,0.3047822983583155
1400000US36047094402,864,682,0.7893518518518519
1400000US36047094600,738,98,0.13279132791327913
1400000US36047095000,887,212,0.23900789177001128
1400000US36047095400,2068,555,0.2683752417794971
1400000US36047095600,1685,361,0.2142433234421365
1400000US36047095800,1375,358,0.26036363636363635
1400000US36047096200,553,64,0.11573236889692586
1400000US36047096400,904,180,0.19911504424778761
1400000US36047096600,865,161,0.1861271676300578
1400000US36047096800,473,85,0.17970401691331925
1400000US36047097000,692,146,0.21098265895953758
1400000US36047097400,774,190,0.2454780361757106
1400000US36047098200,1208,868,0.7185430463576159
1400000US36047098400,784,134,0.17091836734693877
1400000US36047098600,1138,272,0.2390158172231986
1400000US36047098800,966,208,0.2153209109730849
1400000US36047099000,733,136,0.1855388813096862
1400000US36047099200,705,51,0.07234042553191489
1400000US36047099400,706,51,0.07223796033994334
1400000US36047099600,1181,237,0.20067739204064353
1400000US36047099800,1539,394,0.25601039636127354
1400000US36047100400,1008,299,0.29662698412698413
1400000US36047100600,1223,310,0.2534750613246116
1400000US36047100800,870,297,0.3413793103448276
1400000US36047101000,944,273,0.2891949152542373
1400000US36047101200,973,177,0.18191161356628982
1400000US36047101400,626,158,0.2523961661341853
1400000US36047101600,890,21,0.02359550561797753
1400000US36047101800,967,125,0.12926577042399173
1400000US36047102000,1213,28,0.023083264633140973
1400000US36047102200,936,172,0.18376068376068377
1400000US36047102400,785,113,0.14394904458598726
1400000US36047102600,1105,322,0.2914027149321267
1400000US36047102801,458,53,0.11572052401746726
1400000US36047103401,950,540,0.5684210526315789
1400000US36047105801,1862,713,0.382921589688507
1400000US36047105804,1869,1178,0.6302835741037989
1400000US36047107001,2128,911,0.4281015037593985
1400000US36047107800,1963,609,0.31023942944472743
1400000US36047109800,779,289,0.37098844672657255
1400000US36047110400,2088,996,0.47701149425287354
1400000US36047110600,853,366,0.42907385697538103
1400000US36047111000,822,762,0.927007299270073
1400000US36047111600,1262,562,0.44532488114104596
1400000US36047111800,1379,911,0.6606236403190718
1400000US36047112000,1478,754,0.510148849797023
1400000US36047112200,1336,668,0.5
1400000US36047112400,1644,766,0.4659367396593674
1400000US36047112600,1755,844,0.4809116809116809
1400000US36047112800,1664,870,0.5228365384615384
1400000US36047113000,1735,835,0.4812680115273775
1400000US36047113200,1195,794,0.6644351464435146
1400000US36047113400,1014,746,0.7357001972386588
1400000US36047114201,716,64,0.0893854748603352
1400000US36047114202,845,371,0.4390532544378698
1400000US36047114400,823,402,0.488456865127582
1400000US36047114600,1398,560,0.4005722460658083
1400000US36047115000,1212,465,0.38366336633663367
1400000US36047115200,941,297,0.31562167906482463
1400000US36047115600,1535,755,0.49185667752442996
1400000US36047115800,894,256,0.28635346756152125
1400000US36047116000,978,356,0.36400817995910023
1400000US36047116200,1123,553,0.4924309884238646
1400000US36047116400,1540,703,0.4564935064935065
1400000US36047116600,1271,891,0.7010228166797797
1400000US36047116800,1195,418,0.3497907949790795
1400000US36047117000,656,321,0.4893292682926829
1400000US36047117201,952,326,0.34243697478991597
1400000US36047117202,2028,1332,0.6568047337278107
1400000US36047117400,1756,871,0.4960136674259681
1400000US36047117601,1563,756,0.4836852207293666
1400000US36047117602,1050,571,0.5438095238095239
1400000US36047117800,635,345,0.5433070866141733
1400000US36047118201,1483,690,0.4652730950775455
1400000US36047118202,1453,630,0.43358568479008947
1400000US36047118400,2717,1411,0.5193227824806772
1400000US36047118600,1298,448,0.34514637904468415
1400000US36047118800,2209,871,0.3942960615663196
1400000US36047119000,544,388,0.7132352941176471
1400000US36047119200,1465,486,0.331740614334471
1400000US36047119400,1963,690,0.3515028018339277
1400000US36047119600,2544,1448,0.5691823899371069
1400000US36047119800,1222,359,0.2937806873977087
1400000US36047120000,1219,664,0.5447087776866284
1400000US36047120200,844,228,0.27014218009478674
1400000US36047120801,2149,1105,0.5141926477431363
1400000US36047120802,1523,744,0.4885095206828628
1400000US36047120803,517,325,0.6286266924564797
1400000US36047121000,1148,1081,0.9416376306620209
1400000US36047121400,1475,1153,0.7816949152542373
1400000US36047122000,3158,1074,0.3400886637112096
1400000US36047123700,2160,1227,0.5680555555555555
1400000US36047150200,1480,259,0.175
1400000US36047152200,1706,447,0.2620164126611958
1400000US36061000201,629,529,0.8410174880763116
1400000US36061000202,2202,1557,0.7070844686648501
1400000US36061000600,4090,3176,0.7765281173594132
1400000US36061000700,7301,6169,0.8449527461991508
1400000US36061000800,3431,2723,0.7936461672981638
1400000US36061000900,1382,1094,0.7916063675832128
1400000US36061001001,983,443,0.4506612410986775
1400000US36061001002,1482,1153,0.7780026990553306
1400000US36061001200,1898,944,0.49736564805057953
1400000US36061001300,3612,3201,0.8862126245847176
1400000US36061001401,1689,647,0.3830669034931912
1400000US36061001402,2088,1552,0.7432950191570882
1400000US36061001501,3364,1945,0.5781807372175981
1400000US36061001502,6270,5579,0.889792663476874
1400000US36061001600,3290,2398,0.7288753799392097
1400000US36061001800,3456,2813,0.8139467592592593
1400000US36061002000,1157,1002,0.8660328435609335
1400000US36061002100,4699,3104,0.6605660778889125
1400000US36061002201,2819,1809,0.6417169208939341
1400000US36061002202,1773,1422,0.8020304568527918
1400000US36061002400,1120,1001,0.89375
1400000US36061002500,904,648,0.7168141592920354
1400000US36061002601,1564,1376,0.8797953964194374
1400000US36061002602,2068,1641,0.7935203094777563
1400000US36061002700,445,303,0.6808988764044944
1400000US36061002800,3357,2298,0.6845397676496873
1400000US36061002902,1453,1084,0.7460426703372333
1400000US36061003001,2892,2448,0.8464730290456431
1400000US36061003002,1795,1500,0.8356545961002786
1400000US36061003100,1149,854,0.7432550043516101
1400000US36061003200,4704,3685,0.783375850340136
1400000US36061003300,3661,2118,0.5785304561595193
1400000US36061003400,5276,4135,0.783737680060652
1400000US36061003601,1493,1164,0.7796383121232418
1400000US36061003602,1714,1350,0.7876312718786465
1400000US36061003700,2434,1848,0.7592440427280197
1400000US36061003800,4944,4499,0.9099919093851133
1400000US36061003900,2844,1397,0.4912095639943741
1400000US36061004001,2241,2190,0.9772423025435074
1400000US36061004002,3154,3105,0.9844641724793912
1400000US36061004100,3122,2386,0.7642536835361947
1400000US36061004200,1465,1078,0.7358361774744028
1400000US36061004300,2441,2188,0.8963539532978287
1400000US36061004400,9868,6828,0.6919335224969598
1400000US36061004500,457,319,0.6980306345733042
1400000US36061004700,1524,1307,0.8576115485564304
1400000US36061004800,3517,2403,0.6832527722490759
1400000US36061004900,2902,1896,0.653342522398346
1400000US36061005000,3030,2481,0.8188118811881188
1400000US36061005200,1641,1235,0.7525898842169408
1400000US36061005400,2544,1687,0.66312893081761
1400000US36061005501,2807,1806,0.6433915211970075
1400000US36061005502,1157,844,0.7294727744165946
1400000US36061005600,2231,1950,0.8740475123263111
1400000US36061005700,1331,723,0.5432006010518408
1400000US36061005800,2874,2469,0.8590814196242171
1400000US36061005900,2382,1281,0.5377833753148614
1400000US36061006000,2622,1757,0.6700991609458429
1400000US36061006100,2169,1184,0.5458736745043798
1400000US36061006200,1391,1148,0.8253055355859095
1400000US36061006300,3491,2542,0.7281581208822687
1400000US36061006400,4858,3943,0.8116508851379168
1400000US36061006500,3414,3081,0.9024604569420035
1400000US36061006600,5783,4884,0.8445443541414491
1400000US36061006700,3396,2835,0.8348056537102474
1400000US36061006800,3496,2670,0.7637299771167048
1400000US36061006900,1568,1019,0.6498724489795918
1400000US36061007001,2458,1807,0.7351505288852725
1400000US36061007002,2534,1978,0.7805840568271507
1400000US36061007100,3204,2636,0.8227215980024969
1400000US36061007200,4949,4378,0.8846231561931703
1400000US36061007300,3864,3065,0.7932194616977226
1400000US36061007400,3467,3053,0.8805884049610614
1400000US36061007500,2424,1431,0.5903465346534653
1400000US36061007600,1618,1374,0.8491965389369592
1400000US36061007700,3872,3209,0.8287706611570248
1400000US36061007800,5470,4519,0.8261425959780622
1400000US36061007900,2577,1753,0.6802483507954986
1400000US36061008000,3881,3348,0.8626642617881989
1400000US36061008100,4160,2942,0.7072115384615385
1400000US36061008200,2204,1871,0.8489110707803993
1400000US36061008300,1797,1589,0.8842515303283249
1400000US36061008400,1067,906,0.8491096532333646
1400000US36061008601,2022,1712,0.8466864490603363
1400000US36061008603,2583,1162,0.44986449864498645
1400000US36061008700,3677,2663,0.7242317106336688
1400000US36061008800,5288,4263,0.8061649016641452
1400000US36061008900,3251,2524,0.7763764995386035
1400000US36061009000,5079,4036,0.794644615081709
1400000US36061009100,4453,3343,0.7507298450482821
1400000US36061009200,965,799,0.827979274611399
1400000US36061009300,5211,3310,0.6351947802725004
