GEOID,total_households,zero_vehicle_households,car_ownership_rate
1400000US36061009400,35,17,0.4857142857142857
1400000US36061009500,1595,1411,0.8846394984326019
1400000US36061009600,87,83,0.9540229885057471
1400000US36061009700,2454,1552,0.632436837815811
1400000US36061009800,5411,4441,0.8207355387174274
1400000US36061009901,1423,1060,0.7449051300070274
1400000US36061009902,2338,1918,0.8203592814371258
1400000US36061009903,991,815,0.822401614530777
1400000US36061010000,1054,853,0.8092979127134725
1400000US36061010100,1224,1125,0.9191176470588235
1400000US36061010200,181,120,0.6629834254143646
1400000US36061010300,2143,1923,0.897340177321512
1400000US36061010400,668,512,0.7664670658682635
1400000US36061010601,4441,2451,0.551902724611574
1400000US36061010602,3024,2015,0.6663359788359788
1400000US36061010801,1845,1596,0.865040650406504
1400000US36061010802,2165,1471,0.679445727482679
1400000US36061010803,1162,809,0.6962134251290878
1400000US36061010900,139,127,0.9136690647482014
1400000US36061011000,4401,3518,0.799363780958873
1400000US36061011100,3273,2741,0.8374579896119768
1400000US36061011201,436,375,0.8600917431192661
1400000US36061011202,270,176,0.6518518518518519
1400000US36061011203,525,425,0.8095238095238095
1400000US36061011300,56,27,0.48214285714285715
1400000US36061011401,414,267,0.644927536231884
1400000US36061011402,1291,918,0.7110766847405112
1400000US36061011500,2313,1892,0.8179853004755728
1400000US36061011600,1491,1270,0.85177733065057
1400000US36061011700,4044,3689,0.912215628090999
1400000US36061011800,4721,2762,0.5850455411988985
1400000US36061011900,180,180,1.0
1400000US36061012000,1748,979,0.5600686498855835
1400000US36061012101,1746,1646,0.9427262313860252
1400000US36061012102,2733,1860,0.6805708013172338
1400000US36061012200,1413,803,0.5682944090587403
1400000US36061012400,5423,4184,0.771528674165591
1400000US36061012500,1854,1621,0.8743257820927723
1400000US36061012601,4191,3096,0.7387258410880458
1400000US36061012602,3062,2292,0.7485303723056825
1400000US36061012700,4691,4368,0.9311447452568749
1400000US36061012800,2470,1005,0.4068825910931174
1400000US36061012901,5032,4194,0.8334658187599364
1400000US36061012902,1539,1284,0.834307992202729
1400000US36061013000,1748,576,0.3295194508009153
1400000US36061013100,2223,2069,0.9307242465137202
1400000US36061013201,1631,1459,0.894543225015328
1400000US36061013202,2121,1729,0.8151815181518152
1400000US36061013203,2641,1895,0.7175312381673609
1400000US36061013300,4084,3604,0.8824681684622919
1400000US36061013400,5867,5029,0.8571672064087268
1400000US36061013501,2817,2524,0.8959886403975861
1400000US36061013502,3538,2464,0.6964386659129451
1400000US36061013601,1022,365,0.35714285714285715
1400000US36061013602,3292,1297,0.3939854191980559
1400000US36061013603,2835,2237,0.7890652557319224
1400000US36061013604,2933,1631,0.5560859188544153
1400000US36061013700,4442,3665,0.8250787933363349
1400000US36061013800,7448,5801,0.7788668098818474
1400000US36061013900,6799,6215,0.9141050154434476
1400000US36061014000,4248,2426,0.5710922787193974
1400000US36061014200,2023,911,0.45032130499258527
1400000US36061014401,2868,2027,0.7067642956764296
1400000US36061014402,4117,2555,0.6205975224678164
1400000US36061014500,3311,2460,0.7429779522802779
1400000US36061014601,2270,1705,0.751101321585903
1400000US36061014602,4888,3593,0.7350654664484452
1400000US36061014700,1811,1251,0.6907785753727222
1400000US36061014801,1522,854,0.5611038107752957
1400000US36061014802,3994,2655,0.6647471206810215
1400000US36061014900,2882,1716,0.5954198473282443
1400000US36061015001,1095,491,0.4484018264840183
1400000US36061015002,2005,729,0.3635910224438903
1400000US36061015101,1200,1174,0.9783333333333334
1400000US36061015102,5074,2917,0.5748916042569965
1400000US36061015200,3417,2381,0.6968100673105063
1400000US36061015301,2330,1703,0.730901287553648
1400000US36061015302,3136,2191,0.6986607142857143
1400000US36061015401,3207,2549,0.7948238228874337
1400000US36061015402,1904,1137,0.5971638655462185
1400000US36061015403,2329,1563,0.6711034778875054
1400000US36061015501,2561,944,0.368606013276064
1400000US36061015502,2734,1532,0.5603511338697879
1400000US36061015601,3299,2458,0.7450742649287663
1400000US36061015602,1189,974,0.8191757779646762
1400000US36061015700,6289,4365,0.6940690093814597
1400000US36061015801,2976,2074,0.6969086021505376
1400000US36061015802,2108,1701,0.8069259962049335
1400000US36061015900,5689,3468,0.6095974687994375
1400000US36061016001,1619,899,0.5552810376775787
1400000US36061016002,1177,884,0.7510620220900595
1400000US36061016100,3710,3026,0.815633423180593
1400000US36061016200,2594,1879,0.7243639167309175
1400000US36061016300,3778,2288,0.6056114346214928
1400000US36061016400,2555,1883,0.736986301369863
1400000US36061016500,3474,2575,0.7412204951065055
1400000US36061016600,2613,2043,0.7818599311136625
1400000US36061016700,3661,2236,0.6107620868615132
1400000US36061016800,1484,1342,0.9043126684636119
1400000US36061016900,5063,3721,0.7349397590361446
1400000US36061017000,3608,2745,0.760809312638581
1400000US36061017100,4536,3175,0.6999559082892416
1400000US36061017200,2516,2118,0.8418124006359301
1400000US36061017300,4929,2574,0.5222154595252587
1400000US36061017401,2268,1808,0.7971781305114638
1400000US36061017402,1692,1378,0.8144208037825059
1400000US36061017500,5512,3549,0.6438679245283019
1400000US36061017700,4934,3841,0.7784758816376165
1400000US36061017800,1861,1244,0.6684578183772165
1400000US36061017900,5751,3782,0.6576247609111459
1400000US36061018000,2911,2271,0.7801442803160425
1400000US36061018100,3670,2552,0.6953678474114442
1400000US36061018200,2762,1822,0.6596669080376538
1400000US36061018300,4862,3552,0.7305635540929658
1400000US36061018400,3225,2391,0.7413953488372093
1400000US36061018500,2625,1727,0.6579047619047619
1400000US36061018600,2291,1484,0.6477520733304234
1400000US36061018700,4654,2847,0.611731843575419
1400000US36061018800,2630,2130,0.8098859315589354
1400000US36061018900,4037,2937,0.7275204359673024
1400000US36061019000,1937,1055,0.5446566855962829
1400000US36061019100,4480,3040,0.6785714285714286
1400000US36061019200,1297,953,0.7347725520431766
1400000US36061019300,4451,2684,0.6030105594248484
1400000US36061019400,3022,2169,0.7177365982792853
1400000US36061019500,3915,2752,0.7029374201787995
1400000US36061019600,1359,899,0.6615158204562178
1400000US36061019701,453,323,0.7130242825607064
1400000US36061019702,1391,1073,0.7713874910136592
1400000US36061019800,1447,869,0.6005528680027643
1400000US36061019900,2764,1848,0.6685962373371924
1400000US36061020000,1381,720,0.5213613323678494
1400000US36061020101,346,253,0.7312138728323699
1400000US36061020102,2226,1280,0.5750224618149147
1400000US36061020300,380,357,0.9394736842105263
1400000US36061020500,1494,634,0.4243641231593039
1400000US36061020600,1671,1279,0.765409934171155
1400000US36061020701,1204,1024,0.8504983388704319
1400000US36061020800,2623,1754,0.6686999618757148
1400000US36061020901,1107,785,0.7091237579042458
1400000US36061021000,2456,1738,0.7076547231270358
1400000US36061021100,3856,2773,0.7191390041493776
1400000US36061021200,2503,1616,0.6456252497003596
1400000US36061021303,2892,1862,0.6438450899031812
1400000US36061021400,1738,1336,0.7686996547756041
1400000US36061021500,2026,1497,0.7388943731490621
1400000US36061021600,5122,3882,0.7579070675517376
1400000US36061021800,3223,2467,0.7654359292584548
1400000US36061021900,1440,1241,0.8618055555555556
1400000US36061022000,3448,1966,0.570185614849188
1400000US36061022102,1361,756,0.5554739162380602
1400000US36061022200,1702,1089,0.6398354876615746
1400000US36061022301,3120,2490,0.7980769230769231
1400000US36061022302,1289,972,0.7540729247478666
1400000US36061022400,1794,1407,0.7842809364548495
1400000US36061022500,5413,3047,0.5629041197118049
1400000US36061022600,2536,1328,0.5236593059936908
1400000US36061022700,3129,2122,0.6781719399169064
1400000US36061022800,2676,1881,0.702914798206278
1400000US36061022900,3462,2482,0.7169266320046216
1400000US36061023000,2759,2268,0.8220369699166364
1400000US36061023100,3597,2284,0.6349735891020295
1400000US36061023200,3353,3010,0.8977035490605428
1400000US36061023300,3915,2306,0.5890166028097062
1400000US36061023400,2673,2436,0.9113355780022446
1400000US36061023501,3716,2632,0.7082884822389667
1400000US36061023502,707,475,0.6718528995756718
1400000US36061023600,3760,2208,0.5872340425531914
1400000US36061023700,3247,2205,0.6790883892824146
1400000US36061023802,1906,1136,0.5960125918153201
1400000US36061023803,1801,992,0.5508051082731815
1400000US36061023804,1919,1289,0.6717040125065138
1400000US36061023900,1591,1131,0.7108736643620365
1400000US36061024100,2953,2358,0.7985099898408399
1400000US36061024200,1876,1360,0.7249466950959488
1400000US36061024301,2357,1432,0.6075519728468392
1400000US36061024302,2475,1867,0.7543434343434343
1400000US36061024500,5160,4031,0.7812015503875969
1400000US36061024700,3125,2125,0.68
1400000US36061024900,538,461,0.8568773234200744
1400000US36061025100,940,753,0.801063829787234
1400000US36061025300,4517,3955,0.8755811379234005
1400000US36061025500,2896,2446,0.8446132596685083
1400000US36061025700,2635,1679,0.63719165085389
1400000US36061025900,2545,1837,0.7218074656188606
1400000US36061026100,4740,4118,0.8687763713080169
1400000US36061026300,4262,3715,0.8716564992961051
1400000US36061026500,4116,2357,0.5726433430515063
1400000US36061026700,732,327,0.44672131147540983
1400000US36061026900,2870,1525,0.5313588850174216
1400000US36061027100,3995,2493,0.6240300375469336
1400000US36061027300,4116,2368,0.5753158406219631
1400000US36061027500,1856,1150,0.6196120689655172
1400000US36061027700,2717,2183,0.8034596981965403
1400000US36061027900,5069,3468,0.6841586111659105
1400000US36061028100,1825,1016,0.5567123287671233
1400000US36061028300,3533,2326,0.6583639966034531
1400000US36061028500,2631,1894,0.7198783732421132
1400000US36061028700,1941,1192,0.6141164348274085
1400000US36061029100,5528,3668,0.6635311143270622
1400000US36061029300,3328,2692,0.8088942307692307
1400000US36061029500,4540,2450,0.539647577092511
1400000US36061029900,1272,1051,0.8262578616352201
1400000US36061030300,1936,1212,0.6260330578512396
1400000US36061030700,2235,1208,0.5404921700223714
1400000US36061030900,3739,1801,0.481679593474191
1400000US36061031703,3321,2169,0.6531165311653117
1400000US36061031704,6996,4839,0.6916809605488851
1400000US36081000101,2895,1388,0.479447322970639
1400000US36081000102,4547,2178,0.4789971409720695
1400000US36081000103,35,35,1.0
1400000US36081000200,1192,265,0.22231543624161074
1400000US36081000400,1819,218,0.11984606926882903
1400000US36081000600,1361,470,0.3453343130051433
1400000US36081000701,2447,1466,0.5991009399264405
1400000US36081000702,2339,1501,0.6417272338606242
1400000US36081000800,1591,504,0.316781898177247
1400000US36081001000,2172,520,0.23941068139963168
1400000US36081001200,2144,787,0.3670708955223881
1400000US36081001400,1891,374,0.19777895293495504
1400000US36081001600,1156,384,0.33217993079584773
1400000US36081001800,1420,375,0.2640845070422535
1400000US36081001901,1456,1097,0.7534340659340659
1400000US36081001902,5280,3436,0.6507575757575758
1400000US36081001903,1708,1344,0.7868852459016393
1400000US36081002000,719,191,0.26564673157162727
1400000US36081002200,849,209,0.24617196702002356
1400000US36081002400,761,83,0.10906701708278581
1400000US36081002500,2768,2328,0.8410404624277457
1400000US36081002600,916,103,0.11244541484716157
1400000US36081002800,1705,611,0.35835777126099705
1400000US36081003000,791,66,0.08343868520859671
1400000US36081003100,1057,670,0.6338694418164617
1400000US36081003200,952,233,0.24474789915966386
1400000US36081003301,3067,2059,0.6713400717313336
1400000US36081003302,436,239,0.5481651376146789
1400000US36081003400,1000,183,0.183
1400000US36081003600,1334,113,0.08470764617691154
1400000US36081003800,1031,307,0.29776915615906885
1400000US36081003900,674,223,0.33086053412462907
1400000US36081004001,1154,140,0.12131715771230503
1400000US36081004002,424,181,0.4268867924528302
1400000US36081004200,1817,440,0.24215740231150248
1400000US36081004300,584,261,0.4469178082191781
1400000US36081004401,1563,444,0.2840690978886756
1400000US36081004500,1423,453,0.31834153197470133
1400000US36081004700,1624,930,0.5726600985221675
1400000US36081005100,1314,873,0.6643835616438356
1400000US36081005200,1160,217,0.1870689655172414
1400000US36081005300,3392,2218,0.6538915094339622
1400000US36081005400,2257,645,0.2857775808595481
1400000US36081005500,657,294,0.4474885844748858
1400000US36081005700,2406,1885,0.7834580216126351
1400000US36081005800,2585,119,0.046034816247582204
1400000US36081005900,2050,1445,0.7048780487804878
1400000US36081006100,3686,2794,0.7580032555615843
1400000US36081006201,2328,214,0.09192439862542956
1400000US36081006202,2782,103,0.03702372393961179
1400000US36081006300,4187,2399,0.5729639359923573
1400000US36081006501,1963,1098,0.5593479368313805
1400000US36081006502,2423,1401,0.5782088320264135
1400000US36081006900,2788,1402,0.5028694404591105
1400000US36081007100,2267,1611,0.7106307895897662
1400000US36081007300,2580,1797,0.6965116279069767
1400000US36081007500,2528,1588,0.6281645569620253
1400000US36081007700,1137,681,0.5989445910290238
1400000US36081007900,1672,884,0.5287081339712919
1400000US36081008100,951,401,0.4216614090431125
1400000US36081008300,1154,575,0.4982668977469671
1400000US36081008500,586,256,0.43686006825938567
1400000US36081008600,1339,312,0.23300970873786409
1400000US36081008700,1209,798,0.6600496277915633
1400000US36081008800,1878,41,0.021831735889243878
1400000US36081009100,1164,363,0.3118556701030928
1400000US36081009400,1119,262,0.23413762287756926
1400000US36081009500,1263,504,0.3990498812351544
1400000US36081009600,1564,200,0.1278772378516624
1400000US36081009700,2007,658,0.3278525161933234
1400000US36081009800,1135,430,0.3788546255506608
1400000US36081010000,1550,205,0.13225806451612904
1400000US36081010100,1457,321,0.22031571722717913
1400000US36081010200,1521,275,0.18080210387902695
1400000US36081010300,1927,574,0.2978723404255319
1400000US36081010400,1520,217,0.14276315789473684
1400000US36081010500,1869,446,0.2386302835741038
1400000US36081010600,1197,330,0.2756892230576441
1400000US36081010800,1519,359,0.23633969716919026
1400000US36081011000,1227,482,0.3928280358598207
1400000US36081011100,1499,599,0.39959973315543695
1400000US36081011200,1071,186,0.17366946778711484
1400000US36081011300,2608,1514,0.5805214723926381
1400000US36081011400,942,212,0.22505307855626328
1400000US36081011500,1490,658,0.44161073825503355
1400000US36081011600,1093,188,0.17200365965233302
1400000US36081011700,2463,1099,0.4462038164839626
1400000US36081011800,1452,217,0.1494490358126722
1400000US36081011900,889,358,0.4026996625421822
1400000US36081012000,1185,330,0.27848101265822783
1400000US36081012100,1139,398,0.3494293239683933
1400000US36081012200,1272,222,0.17452830188679244
1400000US36081012301,1636,523,0.31968215158924207
1400000US36081012400,1709,522,0.30544177881802226
1400000US36081012500,907,441,0.4862183020948181
1400000US36081012601,1280,221,0.17265625
1400000US36081012602,1156,142,0.12283737024221453
1400000US36081012800,1099,229,0.2083712465878071
1400000US36081013000,858,197,0.2296037296037296
1400000US36081013200,1168,341,0.2919520547945205
1400000US36081013400,2842,1253,0.4408866995073892
1400000US36081013500,602,140,0.23255813953488372
1400000US36081013600,892,266,0.2982062780269058
1400000US36081013700,1122,355,0.3163992869875223
1400000US36081013800,1830,425,0.23224043715846995
1400000US36081014000,2276,560,0.2460456942003515
1400000US36081014100,1074,566,0.527001862197393
1400000US36081014201,1961,826,0.42121366649668535
1400000US36081014202,798,294,0.3684210526315789
1400000US36081014300,2053,1214,0.5913297613248905
1400000US36081014400,652,380,0.5828220858895705
1400000US36081014500,1379,526,0.38143582306018853
1400000US36081014700,1723,1001,0.5809634358676726
1400000US36081014800,939,116,0.1235356762513312
1400000US36081014900,1343,1065,0.7930007446016382
1400000US36081015000,1007,287,0.28500496524329694
1400000US36081015100,1519,841,0.5536537195523371
1400000US36081015200,1047,136,0.12989493791786055
1400000US36081015300,1168,777,0.6652397260273972
1400000US36081015400,1172,324,0.2764505119453925
1400000US36081015500,1275,605,0.4745098039215686
1400000US36081015600,1548,234,0.1511627906976744
1400000US36081015700,880,650,0.7386363636363636
1400000US36081015801,1693,369,0.21795629060838748
1400000US36081015802,2462,268,0.10885458976441917
1400000US36081015900,2031,1387,0.6829148202855736
1400000US36081016100,1014,472,0.46548323471400394
1400000US36081016300,1126,789,0.7007104795737122
1400000US36081016400,1264,239,0.18908227848101267
1400000US36081016600,1696,243,0.14327830188679244
1400000US36081016800,1602,164,0.10237203495630462
1400000US36081016900,3249,1496,0.46044936903662664
1400000US36081017000,1321,139,0.10522331566994701
1400000US36081017102,197,61,0.3096446700507614
1400000US36081017200,872,177,0.2029816513761468
1400000US36081017400,1354,153,0.11299852289512555
1400000US36081017600,873,211,0.24169530355097366
1400000US36081017800,1187,298,0.2510530749789385
1400000US36081017901,615,317,0.5154471544715448
1400000US36081018000,587,0,0.0
1400000US36081018101,2005,1401,0.6987531172069825
1400000US36081018102,1946,1399,0.7189105858170607
1400000US36081018200,1248,305,0.24439102564102563
1400000US36081018300,2611,1272,0.48716966679433166
1400000US36081018401,889,172,0.19347581552305962
1400000US36081018402,1249,46,0.03682946357085669
1400000US36081018501,2164,1045,0.48290203327171904
1400000US36081018502,1991,1295,0.6504269211451532
1400000US36081018600,934,85,0.09100642398286937
1400000US36081018700,1456,569,0.3907967032967033
1400000US36081018800,626,29,0.0463258785942492
1400000US36081018900,1633,894,0.5474586650336803
1400000US36081019000,1184,91,0.07685810810810811
1400000US36081019200,1085,190,0.17511520737327188
1400000US36081019400,1446,128,0.08852005532503458
1400000US36081019600,1321,329,0.24905374716124148
1400000US36081019800,1332,191,0.14339339339339338
1400000US36081019901,106,68,0.6415094339622641
1400000US36081019902,8,0,0.0
1400000US36081020200,726,67,0.09228650137741047
1400000US36081020400,940,119,0.12659574468085105
1400000US36081020500,594,80,0.13468013468013468
1400000US36081020600,781,295,0.37772087067861715
1400000US36081020800,1935,583,0.30129198966408266
1400000US36081021200,1096,578,0.5273722627737226
1400000US36081021400,2268,711,0.3134920634920635
1400000US36081021601,1646,621,0.3772782503037667
1400000US36081021602,578,69,0.11937716262975778
1400000US36081022001,2703,840,0.31076581576026635
1400000US36081022002,2924,760,0.25991792065663477
1400000US36081023000,782,50,0.0639386189258312
1400000US36081023200,2239,746,0.33318445734702995
1400000US36081023501,1814,1267,0.6984564498346196
1400000US36081023502,1951,1046,0.5361353152229625
1400000US36081023600,1596,715,0.44799498746867167
1400000US36081023800,1935,1052,0.5436692506459948
1400000US36081024000,3524,1848,0.5244040862656073
1400000US36081024300,2557,655,0.25615956198670314
1400000US36081024500,2440,361,0.14795081967213114
1400000US36081024700,737,342,0.46404341926729986
1400000US36081024900,2923,788,0.2695860417379405
1400000US36081025100,2913,1647,0.5653964984552008
1400000US36081025301,1947,1368,0.7026194144838213
1400000US36081025302,1665,1013,0.6084084084084084
1400000US36081025401,1607,209,0.13005600497822029
1400000US36081025402,2201,945,0.42935029532030894
1400000US36081025500,679,176,0.25920471281296026
1400000US36081025700,722,337,0.4667590027700831
1400000US36081025800,1166,64,0.0548885077186964
1400000US36081025900,1638,748,0.45665445665445664
1400000US36081026000,1186,320,0.26981450252951095
1400000US36081026100,3926,2119,0.5397350993377483
1400000US36081026200,597,53,0.08877721943048576
1400000US36081026300,2785,1356,0.48689407540394974
1400000US36081026400,1111,119,0.10711071107110712
1400000US36081026501,1556,882,0.5668380462724936
1400000US36081026502,695,402,0.5784172661870504
1400000US36081026600,850,84,0.0988235294117647
1400000US36081026700,3079,1975,0.6414420266320234
1400000US36081026901,1978,1332,0.673407482305359
1400000US36081026902,2243,1459,0.6504681230494873
1400000US36081027000,873,117,0.13402061855670103
1400000US36081027101,2414,1757,0.727837613918807
1400000US36081027102,1236,768,0.6213592233009708
1400000US36081027200,1088,288,0.2647058823529412
1400000US36081027301,1172,736,0.6279863481228669
1400000US36081027302,1884,972,0.5159235668789809
1400000US36081027400,892,58,0.06502242152466367
1400000US36081027500,3172,1480,0.4665825977301387
1400000US36081027600,697,60,0.08608321377331421
1400000US36081027701,1918,1308,0.6819603753910324
1400000US36081027702,1728,752,0.4351851851851852
1400000US36081027800,891,308,0.345679012345679
1400000US36081027900,4018,1131,0.28148332503733203
1400000US36081028000,643,44,0.06842923794712286
1400000US36081028100,3209,1195,0.37239015269554376
1400000US36081028200,791,182,0.23008849557522124
1400000US36081028300,3437,1970,0.5731742798952575
1400000US36081028400,1597,169,0.1058234189104571
1400000US36081028500,2617,1567,0.5987772258311043
1400000US36081028700,3484,1647,0.4727324913892078
1400000US36081028801,1075,146,0.13581395348837208
1400000US36081028802,858,131,0.15268065268065267
1400000US36081028900,2617,1108,0.42338555598012995
1400000US36081029100,2701,1514,0.5605331358756016
1400000US36081029300,549,197,0.3588342440801457
1400000US36081029400,3649,884,0.24225815291860783
1400000US36081029500,1798,871,0.4844271412680756
1400000US36081029700,1083,282,0.26038781163434904
1400000US36081030600,2306,190,0.0823937554206418
1400000US36081030903,2111,290,0.13737565135007104
1400000US36081030904,1167,151,0.1293916023993145
1400000US36081030905,1567,313,0.19974473516273133
1400000US36081030906,2267,525,0.23158359064843406
1400000US36081031700,2363,489,0.20694033008887008
1400000US36081032000,2011,126,0.0626553953257086
1400000US36081032700,1645,644,0.39148936170212767
1400000US36081032800,1160,121,0.10431034482758621
1400000US36081032900,1194,282,0.23618090452261306
1400000US36081033000,3033,262,0.08638311902406857
1400000US36081033401,1631,336,0.20600858369098712
1400000US36081033403,2059,1011,0.4910150558523555
1400000US36081033404,2847,748,0.2627327010888655
1400000US36081033405,1761,122,0.06927881885292447
1400000US36081033700,1357,304,0.22402358142962417
1400000US36081033900,1119,363,0.32439678284182305
1400000US36081034700,1659,453,0.2730560578661845
1400000US36081035100,1826,594,0.3253012048192771
1400000US36081035200,1175,3,0.002553191489361702
1400000US36081035300,1041,205,0.19692603266090297
1400000US36081035700,1678,209,0.12455303933253874
1400000US36081035800,2356,431,0.18293718166383702
1400000US36081036100,1241,218,0.17566478646253023
1400000US36081036300,1036,294,0.28378378378378377
1400000US36081036500,1569,504,0.32122370936902483
1400000US36081036600,1270,57,0.04488188976377953
1400000US36081036700,1430,374,0.26153846153846155
1400000US36081036800,1485,215,0.1447811447811448
1400000US36081037100,742,93,0.12533692722371967
1400000US36081037300,967,275,0.2843846949327818
1400000US36081037501,626,428,0.6837060702875399
1400000US36081037502,1119,605,0.5406613047363718
1400000US36081037600,3017,173,0.0573417301955585
1400000US36081037700,1653,594,0.35934664246823955
1400000US36081037900,3166,1913,0.6042324699936829
1400000US36081038100,3846,2244,0.5834633385335414
1400000US36081038400,1165,94,0.08068669527896996
1400000US36081039400,1164,271,0.23281786941580757
1400000US36081039800,821,107,0.13032886723507917
1400000US36081039901,922,471,0.5108459869848156
1400000US36081039902,692,404,0.5838150289017341
1400000US36081040000,775,88,0.1135483870967742
1400000US36081040101,1005,644,0.6407960199004975
1400000US36081040102,2155,1260,0.5846867749419954
1400000US36081040200,780,83,0.1064102564102564
1400000US36081040301,1307,782,0.5983167559296098
1400000US36081040302,2118,1320,0.623229461756374
1400000US36081040400,1875,255,0.136
1400000US36081040501,587,476,0.8109028960817717
1400000US36081040502,875,309,0.35314285714285715
1400000US36081040701,1437,673,0.4683368128044537
1400000US36081040702,2393,813,0.3397409109903886
1400000US36081040901,889,403,0.453318335208099
1400000US36081040902,1535,940,0.6123778501628665
1400000US36081041100,2096,1003,0.47853053435114506
1400000US36081041300,2073,1060,0.5113362276893392
1400000US36081041400,2052,123,0.059941520467836254
1400000US36081041500,1748,735,0.4204805491990847
1400000US36081042400,1307,65,0.04973221117061974
1400000US36081042700,2271,977,0.43020695728753855
1400000US36081043200,523,68,0.13001912045889102
1400000US36081043400,779,25,0.03209242618741977
1400000US36081043701,1077,607,0.5636025998142989
1400000US36081043702,2671,1377,0.515537251965556
1400000US36081043900,1686,1030,0.6109134045077106
1400000US36081044000,1607,120,0.07467330429371499
1400000US36081044301,1179,494,0.41899915182357933
1400000US36081044302,2345,1143,0.48742004264392325
1400000US36081044400,1680,625,0.37202380952380953
1400000US36081044601,1266,520,0.4107424960505529
1400000US36081044602,1794,1009,0.5624303232998885
1400000US36081044800,1271,428,0.3367427222659323
1400000US36081045000,843,94,0.11150652431791222
1400000US36081045200,257,30,0.11673151750972763
1400000US36081045400,2234,467,0.20904207699194272
1400000US36081045500,5181,3098,0.5979540629222158
1400000US36081045600,480,21,0.04375
1400000US36081045700,1814,1142,0.6295479603087101
1400000US36081045800,1015,259,0.25517241379310346
1400000US36081045900,1760,523,0.29715909090909093
1400000US36081046000,2302,1308,0.5682015638575152
1400000US36081046100,1253,495,0.3950518754988029
1400000US36081046200,2217,1096,0.494361750112765
1400000US36081046300,1992,1195,0.5998995983935743
1400000US36081046400,743,115,0.15477792732166892
1400000US36081046500,2321,1113,0.4795346833261525
1400000US36081046600,1799,631,0.3507504168982768
1400000US36081046700,3475,1728,0.4972661870503597
1400000US36081046800,1714,749,0.4369894982497083
1400000US36081046901,2288,1325,0.5791083916083916
1400000US36081046902,1713,1056,0.6164623467600701
1400000US36081047000,1618,311,0.19221260815822003
1400000US36081047100,2144,1259,0.5872201492537313
1400000US36081047200,1599,392,0.24515322076297685
1400000US36081047300,2312,951,0.41133217993079585
1400000US36081047500,2315,1043,0.4505399568034557
1400000US36081047600,599,16,0.02671118530884808
1400000US36081047801,2106,229,0.1087369420702754
1400000US36081047802,720,0,0.0
1400000US36081047900,2659,743,0.2794283565250094
1400000US36081048000,1062,143,0.13465160075329566
1400000US36081048100,2762,1989,0.720130340333092
1400000US36081048200,739,61,0.08254397834912043
1400000US36081048301,1011,329,0.3254203758654797
1400000US36081048302,786,417,0.5305343511450382
1400000US36081048400,2155,277,0.128538283062645
1400000US36081048500,2525,558,0.220990099009901
1400000US36081048900,751,278,0.37017310252996005
1400000US36081049201,1317,277,0.21032649962034927
1400000US36081049202,1091,136,0.12465627864344637
1400000US36081049301,952,81,0.08508403361344538
1400000US36081049302,1311,393,0.2997711670480549
1400000US36081049500,655,81,0.12366412213740458
1400000US36081049600,1388,133,0.09582132564841499
1400000US36081049700,1126,164,0.14564831261101244
1400000US36081049900,2515,611,0.24294234592445327
1400000US36081050000,2065,659,0.3191283292978208
1400000US36081050201,714,46,0.06442577030812324
1400000US36081050202,638,51,0.07993730407523511
1400000US36081050400,918,158,0.1721132897603486
1400000US36081050500,987,99,0.10030395136778116
1400000US36081050600,711,57,0.08016877637130802
1400000US36081050700,1611,193,0.11980136561142148
1400000US36081050800,925,100,0.10810810810810811
1400000US36081051000,632,229,0.3623417721518987
1400000US36081051100,1293,301,0.23279195668986852
1400000US36081051200,1258,197,0.15659777424483307
1400000US36081051300,1007,186,0.18470705064548162
1400000US36081051500,1600,127,0.079375
1400000US36081051600,1035,130,0.12560386473429952
1400000US36081051700,1221,371,0.30384930384930386
1400000US36081051800,1131,95,0.08399646330680813
1400000US36081052000,575,28,0.04869565217391304
1400000US36081052100,877,248,0.28278221208665905
1400000US36081052200,935,82,0.0877005347593583
1400000US36081052400,1040,70,0.0673076923076923
1400000US36081052500,1216,156,0.12828947368421054
1400000US36081052600,1163,279,0.23989681857265693
1400000US36081052800,557,19,0.03411131059245961
1400000US36081053000,964,78,0.08091286307053942
1400000US36081053100,1723,44,0.025536854323853744
1400000US36081053200,983,139,0.14140386571719227
1400000US36081053401,973,177,0.18191161356628982
1400000US36081053501,707,395,0.5586987270155587
1400000US36081053601,552,0,0.0
1400000US36081053800,716,104,0.1452513966480447
1400000US36081053901,2422,1047,0.4322873658133774
1400000US36081053902,17,0,0.0
1400000US36081054000,2193,266,0.12129502963976288
1400000US36081054200,2365,275,0.11627906976744186
1400000US36081054500,1931,900,0.46607975142413255
1400000US36081054700,2512,1283,0.5107484076433121
1400000US36081054800,1038,62,0.05973025048169557
1400000US36081054900,2889,1620,0.5607476635514018
1400000US36081055100,2309,1641,0.7106972715461238
1400000US36081055200,1607,320,0.19912881144990666
1400000US36081055300,1725,1047,0.6069565217391304
1400000US36081055400,1110,112,0.1009009009009009
1400000US36081055500,1282,758,0.5912636505460218
1400000US36081055600,1067,95,0.08903467666354264
1400000US36081055700,1809,793,0.43836373687119956
1400000US36081055800,973,87,0.08941418293936279
1400000US36081055900,556,371,0.6672661870503597
1400000US36081056000,877,27,0.03078677309007982
1400000US36081056100,12,0,0.0
1400000US36081056200,632,63,0.09968354430379747
1400000US36081056400,659,79,0.11987860394537178
1400000US36081056500,987,269,0.2725430597771023
